2022-11-07 12:03:05,642 INFO id:12, name:S1B12, tHi:25448, tLo:58856, secToRun:363, secTrig:15, secDone:363, numReq:26, waterPerc:0, weightTarg:4000, readNowFeedKG:3993, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:05,796 INFO id:13, name:S1B13, tHi:25448, tLo:58857, secToRun:363, secTrig:15, secDone:363, numReq:24, waterPerc:0, weightTarg:4000, readNowFeedKG:3993, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:05,929 INFO id:14, name:S1B14, tHi:25448, tLo:58856, secToRun:181, secTrig:15, secDone:181, numReq:14, waterPerc:0, weightTarg:2000, readNowFeedKG:1991, calVal:11, hall:1, cage:6, boot:1, sw:20
2022-11-07 12:03:06,072 INFO id:15, name:S1B15, tHi:25448, tLo:58856, secToRun:318, secTrig:15, secDone:318, numReq:23, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:06,200 INFO id:16, name:S1B16, tHi:25448, tLo:58856, secToRun:318, secTrig:15, secDone:318, numReq:21, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:2, cage:8, boot:1, sw:20
2022-11-07 12:03:06,359 INFO id:17, name:S1B17, tHi:25448, tLo:58856, secToRun:318, secTrig:15, secDone:318, numReq:21, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:06,495 INFO id:18, name:S1B18, tHi:25448, tLo:58857, secToRun:272, secTrig:15, secDone:272, numReq:21, waterPerc:0, weightTarg:3000, readNowFeedKG:2992, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:06,641 INFO id:19, name:S1B19, tHi:25448, tLo:58857, secToRun:181, secTrig:15, secDone:181, numReq:15, waterPerc:0, weightTarg:2000, readNowFeedKG:1991, calVal:11, hall:1, cage:2, boot:1, sw:20
2022-11-07 12:03:06,797 INFO id:20, name:S1B20, tHi:25448, tLo:58857, secToRun:318, secTrig:15, secDone:318, numReq:21, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:06,944 INFO id:8, name:S1B8, tHi:25448, tLo:58856, secToRun:318, secTrig:15, secDone:211, numReq:14, waterPerc:0, weightTarg:3500, readNowFeedKG:2321, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:07,080 INFO id:22, name:S1B22, tHi:25448, tLo:58857, secToRun:318, secTrig:15, secDone:318, numReq:21, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:07,209 INFO id:24, name:S1B24, tHi:25448, tLo:58858, secToRun:363, secTrig:15, secDone:363, numReq:26, waterPerc:0, weightTarg:4000, readNowFeedKG:3993, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:07,359 INFO id:25, name:S1B25, tHi:25448, tLo:58857, secToRun:181, secTrig:15, secDone:181, numReq:14, waterPerc:0, weightTarg:2000, readNowFeedKG:1991, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:07,506 INFO id:26, name:S1B26, tHi:25448, tLo:58857, secToRun:363, secTrig:15, secDone:363, numReq:26, waterPerc:0, weightTarg:4000, readNowFeedKG:3982, calVal:11, hall:2, cage:6, boot:1, sw:20
